tag	subtag	field	subfield
411	d	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Date of meeting (NR)
411	e	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Subordinate unit (R)
411	f	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Date of a work (NR)
411	g	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Miscellaneous information (NR)
411	k	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Form subheading (R)
411	l	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Language of a work (NR)
411	n	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Number of part/section/meeting (R)
411	p	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Name of part/section of a work (R)
411	q	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Name of meeting following jurisdiction name entry element (NR)
411	t	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Title of a work (NR)
411	u	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Affiliation (NR)
411	v	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Volume number/sequential designation  (NR)
411	x	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	International Standard Serial Number (NR)
440	0	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Authority record control number (R)
440	6	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Linkage (NR)
440	8	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Field link and sequence number (R)
440	a	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Title (NR)
440	n	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Number of part/section of a work (R)
440	p	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Name of part/section of a work (R)
440	v	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Volume number/sequential designation  (NR)
440	w	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	Bibliographic record control number (R)
440	x	SERIES STATEMENT/ADDED ENTRY--TITLE (R) [OBSOLETE]	International Standard Serial Number (NR)
490	3	SERIES STATEMENT (R)	Materials specified (NR)
490	6	SERIES STATEMENT (R)	Linkage (NR)
490	8	SERIES STATEMENT (R)	Field link and sequence number (R)
490	a	SERIES STATEMENT (R)	Series statement (R)
490	l	SERIES STATEMENT (R)	Library of Congress call number (NR)
490	v	SERIES STATEMENT (R)	Volume number/sequential designation  (R)
490	x	SERIES STATEMENT (R)	International Standard Serial Number (R)
500	3	GENERAL NOTE (R)	Materials specified (NR)
500	5	GENERAL NOTE (R)	Institution to which field applies (NR)
500	6	GENERAL NOTE (R)	Linkage (NR)
500	8	GENERAL NOTE (R)	Field link and sequence number (R)
500	a	GENERAL NOTE (R)	General note (NR)
500	l	GENERAL NOTE (R)	Library of Congress call number (SE) [OBSOLETE]
500	x	GENERAL NOTE (R)	International Standard Serial Number (SE) [OBSOLETE]
500	z	GENERAL NOTE (R)	Source of note information (AM SE) [OBSOLETE]
501	5	WITH NOTE (R)	Institution to which field applies (NR)
501	6	WITH NOTE (R)	Linkage (NR)
501	8	WITH NOTE (R)	Field link and sequence number (R)
501	a	WITH NOTE (R)	With note (NR)
502	6	DISSERTATION NOTE (R)	Linkage (NR)
502	8	DISSERTATION NOTE (R)	Field link and sequence number (R)
502	a	DISSERTATION NOTE (R)	Dissertation note (NR)
502	b	DISSERTATION NOTE (R)	Degree type (NR)
502	c	DISSERTATION NOTE (R)	Name of granting institution (NR)
502	d	DISSERTATION NOTE (R)	Year of degree granted (NR)
502	g	DISSERTATION NOTE (R)	Miscellaneous information (R)
502	o	DISSERTATION NOTE (R)	Dissertation identifier (R)
503	6	BIBLIOGRAPHIC HISTORY NOTE (R) (BK CF MU) [OBSOLETE]	Linkage (NR)
503	a	BIBLIOGRAPHIC HISTORY NOTE (R) (BK CF MU) [OBSOLETE]	Bibliographic history note (NR)
504	6	BIBLIOGRAPHY, ETC. NOTE (R)	Linkage (NR)
504	8	BIBLIOGRAPHY, ETC. NOTE (R)	Field link and sequence number (R)
504	a	BIBLIOGRAPHY, ETC. NOTE (R)	Bibliography, etc. note (NR)
504	b	BIBLIOGRAPHY, ETC. NOTE (R)	Number of references (NR)
505	6	FORMATTED CONTENTS NOTE (R)	Linkage (NR)
505	8	FORMATTED CONTENTS NOTE (R)	Field link and sequence number (R)
505	a	FORMATTED CONTENTS NOTE (R)	Formatted contents note (NR)
505	g	FORMATTED CONTENTS NOTE (R)	Miscellaneous information (R)
505	r	FORMATTED CONTENTS NOTE (R)	Statement of responsibility (R)
505	t	FORMATTED CONTENTS NOTE (R)	Title (R)
505	u	FORMATTED CONTENTS NOTE (R)	Uniform Resource Identifier (R)
506	2	RESTRICTIONS ON ACCESS NOTE (R)	Source of term (NR)
506	3	RESTRICTIONS ON ACCESS NOTE (R)	Materials specified (NR)
506	5	RESTRICTIONS ON ACCESS NOTE (R)	Institution to which field applies (NR)
506	6	RESTRICTIONS ON ACCESS NOTE (R)	Linkage (NR)
506	8	RESTRICTIONS ON ACCESS NOTE (R)	Field link and sequence number (R)
506	a	RESTRICTIONS ON ACCESS NOTE (R)	Terms governing access (NR)
506	b	RESTRICTIONS ON ACCESS NOTE (R)	Jurisdiction (R)
506	c	RESTRICTIONS ON ACCESS NOTE (R)	Physical access provisions (R)
506	d	RESTRICTIONS ON ACCESS NOTE (R)	Authorized users (R)
506	e	RESTRICTIONS ON ACCESS NOTE (R)	Authorization (R)
506	f	RESTRICTIONS ON ACCESS NOTE (R)	Standardized terminology for access restriction (R)
506	g	RESTRICTIONS ON ACCESS NOTE (R)	Availability date (R)
506	q	RESTRICTIONS ON ACCESS NOTE (R)	Supplying agency (R)
506	u	RESTRICTIONS ON ACCESS NOTE (R)	Uniform Resource Identifier (R)
507	6	SCALE NOTE FOR GRAPHIC MATERIAL (NR)	Linkage (NR)
507	8	SCALE NOTE FOR GRAPHIC MATERIAL (NR)	Field link and sequence number (R)
507	a	SCALE NOTE FOR GRAPHIC MATERIAL (NR)	Representative fraction of scale note (NR)
507	b	SCALE NOTE FOR GRAPHIC MATERIAL (NR)	Remainder of scale note (NR)
508	6	CREATION/PRODUCTION CREDITS NOTE (R)	Linkage (NR)
508	8	CREATION/PRODUCTION CREDITS NOTE (R)	Field link and sequence number (R)
508	a	CREATION/PRODUCTION CREDITS NOTE (R)	Creation/production credits note (NR)
510	3	CITATION/REFERENCES NOTE (R)	Materials specified (NR)
510	6	CITATION/REFERENCES NOTE (R)	Linkage (NR)
510	8	CITATION/REFERENCES NOTE (R)	Field link and sequence number (R)
510	a	CITATION/REFERENCES NOTE (R)	Name of source (NR)
510	b	CITATION/REFERENCES NOTE (R)	Coverage of source (NR)
510	c	CITATION/REFERENCES NOTE (R)	Location within source (NR)
510	u	CITATION/REFERENCES NOTE (R)	Uniform Resource Identifier (R)
510	x	CITATION/REFERENCES NOTE (R)	International Standard Serial Number (NR)
511	6	PARTICIPANT OR PERFORMER NOTE (R)	Linkage (NR)
511	8	PARTICIPANT OR PERFORMER NOTE (R)	Field link and sequence number (R)
511	a	PARTICIPANT OR PERFORMER NOTE (R)	Participant or performer note (NR)
512	6	EARLIER OR LATER VOLUMES SEPARATELY CATALOGED NOTE (SE) (R) [OBSOLETE]	Linkage (NR)
512	a	EARLIER OR LATER VOLUMES SEPARATELY CATALOGED NOTE (SE) (R) [OBSOLETE]	Earlier or later volumes separately cataloged note (NR)
513	6	TYPE OF REPORT AND PERIOD COVERED NOTE (R)	Linkage (NR)
513	8	TYPE OF REPORT AND PERIOD COVERED NOTE (R)	Field link and sequence number (R)
513	a	TYPE OF REPORT AND PERIOD COVERED NOTE (R)	Type of report (NR)
513	b	TYPE OF REPORT AND PERIOD COVERED NOTE (R)	Period covered (NR)
514	6	DATA QUALITY NOTE (NR)	Linkage (NR)
514	8	DATA QUALITY NOTE (NR)	Field link and sequence number (R)
514	a	DATA QUALITY NOTE (NR)	Attribute accuracy report (NR)
514	b	DATA QUALITY NOTE (NR)	Attribute accuracy value (R)
514	c	DATA QUALITY NOTE (NR)	Attribute accuracy explanation (R)
514	d	DATA QUALITY NOTE (NR)	Logical consistency report (NR)
514	e	DATA QUALITY NOTE (NR)	Completeness report (NR)
514	f	DATA QUALITY NOTE (NR)	Horizontal position accuracy report (NR)
514	g	DATA QUALITY NOTE (NR)	Horizontal position accuracy value (R)
514	h	DATA QUALITY NOTE (NR)	Horizontal position accuracy explanation (R)
514	i	DATA QUALITY NOTE (NR)	Vertical positional accuracy report (NR)
514	j	DATA QUALITY NOTE (NR)	Vertical positional accuracy value (R)
514	k	DATA QUALITY NOTE (NR)	Vertical positional accuracy explanation (R)
514	m	DATA QUALITY NOTE (NR)	Cloud cover (NR)
514	u	DATA QUALITY NOTE (NR)	Uniform Resource Identifier (R)
514	z	DATA QUALITY NOTE (NR)	Display note (R)
515	6	NUMBERING PECULIARITIES NOTE (R)	Linkage (NR)
515	8	NUMBERING PECULIARITIES NOTE (R)	Field link and sequence number (R)
515	a	NUMBERING PECULIARITIES NOTE (R)	Numbering peculiarities note (NR)
515	z	NUMBERING PECULIARITIES NOTE (R)	Source of note information (NR) (SE) [OBSOLETE]
516	6	TYPE OF COMPUTER FILE OR DATA NOTE (R)	Linkage (NR)
516	8	TYPE OF COMPUTER FILE OR DATA NOTE (R)	Field link and sequence number (R)
516	a	TYPE OF COMPUTER FILE OR DATA NOTE (R)	Type of computer file or data note (NR)
517	a	CATEGORIES OF FILMS NOTE (ARCHIVAL) (VM) (NR) [OBSOLETE]	Different formats (NR)
517	b	CATEGORIES OF FILMS NOTE (ARCHIVAL) (VM) (NR) [OBSOLETE]	Content descriptors (R)
517	c	CATEGORIES OF FILMS NOTE (ARCHIVAL) (VM) (NR) [OBSOLETE]	Additional animation techniques (R)
518	0	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Authority record control number or standard number (R)
518	1	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Real World Object URI (R)
518	2	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Source of term (R)
518	3	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Materials specified (NR)
518	6	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Linkage (NR)
518	8	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Field link and sequence number (R)
518	a	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Date/time and place of an event note (NR)
518	d	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Date of event (R)
518	o	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Other event information (R)
518	p	DATE/TIME AND PLACE OF AN EVENT NOTE (R)	Place of event (R)
520	2	SUMMARY, ETC. (R)	Source (NR)
520	3	SUMMARY, ETC. (R)	Materials specified (NR)
520	6	SUMMARY, ETC. (R)	Linkage (NR)
520	8	SUMMARY, ETC. (R)	Field link and sequence number (R)
520	a	SUMMARY, ETC. (R)	Summary, etc. note (NR)
520	b	SUMMARY, ETC. (R)	Expansion of summary note (NR)
520	c	SUMMARY, ETC. (R)	Assigning agency (NR)
520	u	SUMMARY, ETC. (R)	Uniform Resource Identifier (R)
520	z	SUMMARY, ETC. (R)	Source of note information (NR) [OBSOLETE]
521	3	TARGET AUDIENCE NOTE (R)	Materials specified (NR)
521	6	TARGET AUDIENCE NOTE (R)	Linkage (NR)
521	8	TARGET AUDIENCE NOTE (R)	Field link and sequence number (R)
521	a	TARGET AUDIENCE NOTE (R)	Target audience note (R)
521	b	TARGET AUDIENCE NOTE (R)	Source (NR)
522	6	GEOGRAPHIC COVERAGE NOTE (R)	Linkage (NR)
522	8	GEOGRAPHIC COVERAGE NOTE (R)	Field link and sequence number (R)
522	a	GEOGRAPHIC COVERAGE NOTE (R)	Geographic coverage note (NR)
523	6	TIME PERIOD OF CONTENT NOTE (NR) (CF) [OBSOLETE]	Linkage (NR)
523	a	TIME PERIOD OF CONTENT NOTE (NR) (CF) [OBSOLETE]	Time period of content note (NR)
523	b	TIME PERIOD OF CONTENT NOTE (NR) (CF) [OBSOLETE]	Dates of data collection note (NR)
524	2	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE (R)	Source of schema used (NR)
524	3	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE (R)	Materials specified (NR)
524	6	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE (R)	Linkage (NR)
524	8	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE (R)	Field link and sequence number (R)
524	a	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE (R)	Preferred citation of described materials note (NR)
525	6	SUPPLEMENT NOTE (R)	Linkage (NR)
525	8	SUPPLEMENT NOTE (R)	Field link and sequence number (R)
525	a	SUPPLEMENT NOTE (R)	Supplement note (NR)
525	z	SUPPLEMENT NOTE (R)	Source of note information (NR) (SE) [OBSOLETE]
526	5	STUDY PROGRAM INFORMATION NOTE (R)	Institution to which field applies (NR)
526	6	STUDY PROGRAM INFORMATION NOTE (R)	Linkage (NR)
526	8	STUDY PROGRAM INFORMATION NOTE (R)	Field link and sequence number (R)
526	a	STUDY PROGRAM INFORMATION NOTE (R)	Program name (NR)
526	b	STUDY PROGRAM INFORMATION NOTE (R)	Interest level (NR)
526	c	STUDY PROGRAM INFORMATION NOTE (R)	Reading level (NR)
526	d	STUDY PROGRAM INFORMATION NOTE (R)	Title point value (NR)
526	i	STUDY PROGRAM INFORMATION NOTE (R)	Display text (NR)
526	x	STUDY PROGRAM INFORMATION NOTE (R)	Nonpublic note (R)
526	z	STUDY PROGRAM INFORMATION NOTE (R)	Public note (R)
527	6	CENSORSHIP NOTE (VM) (R) [OBSOLETE]	Linkage (NR)
527	a	CENSORSHIP NOTE (VM) (R) [OBSOLETE]	Censorship note (NR)
530	3	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Materials specified (NR)
530	6	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Linkage (NR)
530	8	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Field link and sequence number (R)
530	a	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Additional physical form available note (NR)
530	b	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Availability source (NR)
530	c	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Availability conditions (NR)
530	d	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Order number (NR)
530	u	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Uniform Resource Identifier (R)
530	z	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE (R)	Source of note information (NR) (AM CF VM SE) [OBSOLETE]
532	6	ACCESSIBILITY NOTE (R)	Linkage (NR)
532	8	ACCESSIBILITY NOTE (R)	Field link and sequence number (R)
532	a	ACCESSIBILITY NOTE (R)	Summary of accessibility (NR)
533	3	REPRODUCTION NOTE (R)	Materials specified (NR)
533	5	REPRODUCTION NOTE (R)	Institution to which field applies (NR)
533	6	REPRODUCTION NOTE (R)	Linkage (NR)
533	7	REPRODUCTION NOTE (R)	Fixed-length data elements of reproduction (NR)
533	8	REPRODUCTION NOTE (R)	Field link and sequence number (R)
533	a	REPRODUCTION NOTE (R)	Type of reproduction (NR)
533	b	REPRODUCTION NOTE (R)	Place of reproduction (R)
533	c	REPRODUCTION NOTE (R)	Agency responsible for reproduction (R)
533	d	REPRODUCTION NOTE (R)	Date of reproduction (NR)
533	e	REPRODUCTION NOTE (R)	Physical description of reproduction (NR)
533	f	REPRODUCTION NOTE (R)	Series statement of reproduction (R)
533	m	REPRODUCTION NOTE (R)	Dates and/or sequential designation of issues reproduced (R)
533	n	REPRODUCTION NOTE (R)	Note about reproduction (R)
534	3	ORIGINAL VERSION NOTE (R)	Materials specified (NR)
534	6	ORIGINAL VERSION NOTE (R)	Linkage (NR)
534	8	ORIGINAL VERSION NOTE (R)	Field link and sequence number (R)
534	a	ORIGINAL VERSION NOTE (R)	Main entry of original (NR)
534	b	ORIGINAL VERSION NOTE (R)	Edition statement of original (NR)
534	c	ORIGINAL VERSION NOTE (R)	Publication, distribution, etc. of original (NR)
534	e	ORIGINAL VERSION NOTE (R)	Physical description, etc. of original (NR)
534	f	ORIGINAL VERSION NOTE (R)	Series statement of original (R)
534	k	ORIGINAL VERSION NOTE (R)	Key title of original (R)
534	l	ORIGINAL VERSION NOTE (R)	Location of original (NR)
534	m	ORIGINAL VERSION NOTE (R)	Material specific details (NR)
534	n	ORIGINAL VERSION NOTE (R)	Note about original (R)
534	o	ORIGINAL VERSION NOTE (R)	Other resource identifier (R)
534	p	ORIGINAL VERSION NOTE (R)	Introductory phrase (NR)
534	t	ORIGINAL VERSION NOTE (R)	Title statement of original (NR)
534	x	ORIGINAL VERSION NOTE (R)	International Standard Serial Number (R)
534	z	ORIGINAL VERSION NOTE (R)	International Standard Book Number (R)
535	3	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Materials specified (NR)
535	6	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Linkage (NR)
535	8	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Field link and sequence number (R)
535	a	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Custodian (NR)
535	b	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Postal address (R)
535	c	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Country (R)
535	d	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Telecommunications address (R)
535	g	LOCATION OF ORIGINALS/DUPLICATES NOTE (R)	Repository location code (NR)
536	6	FUNDING INFORMATION NOTE (R)	Linkage (NR)
536	8	FUNDING INFORMATION NOTE (R)	Field link and sequence number (R)
536	a	FUNDING INFORMATION NOTE (R)	Text of note (NR)
536	b	FUNDING INFORMATION NOTE (R)	Contract number (R)
536	c	FUNDING INFORMATION NOTE (R)	Grant number (R)
536	d	FUNDING INFORMATION NOTE (R)	Undifferentiated number (R)
536	e	FUNDING INFORMATION NOTE (R)	Program element number (R)
536	f	FUNDING INFORMATION NOTE (R)	Project number (R)
536	g	FUNDING INFORMATION NOTE (R)	Task number (R)
536	h	FUNDING INFORMATION NOTE (R)	Work unit number (R)
537	6	SOURCE OF DATA NOTE (NR) (CF) [OBSOLETE]	Linkage (NR)
537	a	SOURCE OF DATA NOTE (NR) (CF) [OBSOLETE]	Source of data note (NR)
538	3	SYSTEM DETAILS NOTE (R)	Materials specified  (NR)
538	5	SYSTEM DETAILS NOTE (R)	Institution to which field applies (NR)
538	6	SYSTEM DETAILS NOTE (R)	Linkage (NR)
538	8	SYSTEM DETAILS NOTE (R)	Field link and sequence number (R)
538	a	SYSTEM DETAILS NOTE (R)	System details note (NR)
538	i	SYSTEM DETAILS NOTE (R)	Display text (NR)
538	u	SYSTEM DETAILS NOTE (R)	Uniform Resource Identifier (R)
540	2	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Source of term (NR)
540	3	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Materials specified (NR)
540	5	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Institution to which field applies (NR)
540	6	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Linkage (NR)
540	8	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Field link and sequence number (R)
540	a	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Terms governing use and reproduction (NR)
540	b	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Jurisdiction (NR)
540	c	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Authorization (NR)
540	d	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Authorized users (NR)
540	f	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Use and reproduction rights (R)
540	g	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Availability date (R)
540	q	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Supplying agency (NR)
540	u	TERMS GOVERNING USE AND REPRODUCTION NOTE (R)	Uniform Resource Identifier (R)
541	3	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Materials specified (NR)
541	5	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Institution to which field applies (NR)
541	6	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Linkage (NR)
541	8	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Field link and sequence number (R)
541	a	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Source of acquisition (NR)
541	b	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Address (NR)
541	c	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Method of acquisition (NR)
541	d	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Date of acquisition (NR)
541	e	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Accession number (NR)
541	f	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Owner (NR)
541	h	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Purchase price (NR)
541	n	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Extent (R)
541	o	IMMEDIATE SOURCE OF ACQUISITION NOTE (R)	Type of unit (R)
542	3	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Materials specified (NR)
542	6	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Linkage (NR)
542	8	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Field link and sequence number (R)
542	a	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Personal creator (NR)
542	b	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Personal creator death date (NR)
542	c	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Corporate creator (NR)
542	d	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Copyright holder (R)
542	e	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Copyright holder contact information (R)
542	f	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Copyright statement (R)
542	g	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Copyright date (NR)
542	h	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Copyright renewal date (R)
542	i	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Publication date (NR)
542	j	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Creation date (NR)
542	k	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Publisher (R)
542	l	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Copyright status (NR)
542	m	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Publication status (NR)
542	n	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Note (R)
542	o	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Research date (NR)
542	p	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Country of publication or creation (R)
542	q	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Supplying agency (NR)
542	r	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Jurisdiction of copyright assessment (NR)
542	s	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Source of information (NR)
542	u	INFORMATION RELATING TO COPYRIGHT STATUS (R)	Uniform Resource Identifier (R)
543	6	SOLICITATION INFORMATION NOTE (AM) (R) [OBSOLETE]	Linkage (NR)
543	a	SOLICITATION INFORMATION NOTE (AM) (R) [OBSOLETE]	Solicitation information note (NR)
544	3	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Materials specified (NR)
544	6	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Linkage (NR)
544	8	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Field link and sequence number (R)
544	a	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Custodian (R)
544	b	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Address (R)
544	c	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Country (R)
544	d	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Title (R)
544	e	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Provenance (R)
544	n	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R)	Note (R)
545	6	BIOGRAPHICAL OR HISTORICAL DATA (R)	Linkage (NR)
545	8	BIOGRAPHICAL OR HISTORICAL DATA (R)	Field link and sequence number (R)
545	a	BIOGRAPHICAL OR HISTORICAL DATA (R)	Biographical or historical note (NR)
545	b	BIOGRAPHICAL OR HISTORICAL DATA (R)	Expansion (NR)
545	u	BIOGRAPHICAL OR HISTORICAL DATA (R)	Uniform Resource Identifier (R)
546	3	LANGUAGE NOTE (R)	Materials specified (NR)
546	6	LANGUAGE NOTE (R)	Linkage (NR)
546	8	LANGUAGE NOTE (R)	Field link and sequence number (R)
546	a	LANGUAGE NOTE (R)	Language note (NR)
546	b	LANGUAGE NOTE (R)	Information code or alphabet (R)
546	z	LANGUAGE NOTE (R)	Source of note information (NR) (SE) [OBSOLETE]
547	6	FORMER TITLE COMPLEXITY NOTE (R)	Linkage (NR)
547	8	FORMER TITLE COMPLEXITY NOTE (R)	Field link and sequence number (R)
547	a	FORMER TITLE COMPLEXITY NOTE (R)	Former title complexity note (NR)
547	z	FORMER TITLE COMPLEXITY NOTE (R)	Source of note information (NR) (SE) [OBSOLETE]
550	6	ISSUING BODY NOTE (R)	Linkage (NR)
550	8	ISSUING BODY NOTE (R)	Field link and sequence number (R)
550	a	ISSUING BODY NOTE (R)	Issuing body note (NR)
550	z	ISSUING BODY NOTE (R)	Source of note information (NR) (SE) [OBSOLETE]
552	6	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Linkage (NR)
552	8	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Field link and sequence number (R)
552	a	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Entity type label (NR)
552	b	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Entity type definition and source (NR)
552	c	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Attribute label (NR)
552	d	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Attribute definition and source (NR)
552	e	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Enumerated domain value (R)
552	f	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Enumerated domain value definition and source (R)
552	g	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Range domain minimum and maximum (NR)
552	h	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Codeset name and source (NR)
552	i	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Unrepresentable domain (NR)
552	j	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Attribute units of measurement and resolution (NR)
552	k	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Beginning date and ending date of attribute values (NR)
552	l	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Attribute value accuracy (NR)
552	m	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Attribute value accuracy explanation (NR)
552	n	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Attribute measurement frequency (NR)
552	o	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Entity and attribute overview (R)
552	p	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Entity and attribute detail citation (R)
552	u	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Uniform Resource Identifier (R)
552	z	ENTITY AND ATTRIBUTE INFORMATION NOTE (R)	Display note (R)
